Country,Year,Vehicle Class,Category Of Vehicle,Sales Of Motor Vehicles,Parameters,Consumer Category,Energy Sale For Utilities And Non-Utilities
India,"Financial Year (Apr - Mar), 2015",Two Wheelers,Quadricycle,122036,LPG ONLY,Public Water Works & Sewage Pumping,4495.89
India,"Financial Year (Apr - Mar), 2001",Trucks,Motorcycles,,DIESEL,Domestic,1380.9
India,"Financial Year (Apr - Mar), 2020",Trucks,Electric Cars,1525719,DIESEL/HYBRID,Public Water Works & Sewage Pumping,14388.97
India,"Financial Year (Apr - Mar), 2013",Three Wheelers,Mopeds,2168344,DIESEL/HYBRID,Commercial,7533.66
India,"Financial Year (Apr - Mar), 2021",Buses,Diesel Cars,8002726,PETROL,Miscellaneous,1103.81
India,"Financial Year (Apr - Mar), 2000",Two Wheelers,Mopeds,3340263,DIESEL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2004",Three Wheelers,CNG Cars,,CNG ONLY,Domestic,6941.69
India,"Financial Year (Apr - Mar), 2020",Four Wheelers,Mopeds,,CNG ONLY,Public Water Works & Sewage Pumping,62088.08
India,"Financial Year (Apr - Mar), 2020",Three Wheelers,Scooters,,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2023",Quadricycle,Mopeds,7148512,CNG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2002",Trucks,CNG Cars,,DIESEL/HYBRID,Miscellaneous,
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,Quadricycle,,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2024",Three Wheelers,Motorcycles,2855376,DIESEL,Domestic,9117.21
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,Scooters,7949174,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2011",Two Wheelers,Scooters,5828528,ELECTRIC/PLUG-IN,Commercial,25187.45
India,"Financial Year (Apr - Mar), 2020",Quadricycle,Quadricycle,4471595,CNG ONLY,Miscellaneous,37336.15
India,"Financial Year (Apr - Mar), 2003",Two Wheelers,CNG Cars,4599369,CNG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2012",Quadricycle,Electric Cars,,LPG ONLY,Miscellaneous,2376.13
India,"Financial Year (Apr - Mar), 2017",Trucks,Scooters,,LPG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2018",Two Wheelers,CNG Cars,8192320,DIESEL,Miscellaneous,78.34
India,"Financial Year (Apr - Mar), 2002",Three Wheelers,CNG Cars,6140158,LPG ONLY,Commercial,1079.22
India,"Financial Year (Apr - Mar), 2017",Quadricycle,Electric Two Wheelers,4122924,DIESEL/HYBRID,Miscellaneous,78591.67
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,Mopeds,4524153,CNG ONLY,Agriculture,88811.66
India,"Financial Year (Apr - Mar), 2024",Buses,Electric Cars,9908445,ELECTRIC/PLUG-IN,Commercial,43778.92
India,"Financial Year (Apr - Mar), 2017",Two Wheelers,Mopeds,2828767,DIESEL/HYBRID,Domestic,63643.92
India,"Financial Year (Apr - Mar), 2012",Three Wheelers,Scooters,,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2013",Two Wheelers,Electric Two Wheelers,,LPG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2012",Two Wheelers,Scooters,,DIESEL,Miscellaneous,7819.47
India,"Financial Year (Apr - Mar), 2008",Three Wheelers,Scooters,3938125,DIESEL/HYBRID,Miscellaneous,
India,"Financial Year (Apr - Mar), 2022",Two Wheelers,Scooters,,ELECTRIC/PLUG-IN,Miscellaneous,7867.19
India,"Financial Year (Apr - Mar), 2013",Buses,Scooters,,DIESEL,Domestic,77756.27
India,"Financial Year (Apr - Mar), 2006",Trucks,Diesel Cars,571548,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2016",Three Wheelers,Electric Two Wheelers,,DIESEL,Domestic,6303.89
India,"Financial Year (Apr - Mar), 2003",Quadricycle,Diesel Cars,,DIESEL,Domestic,38801.45
India,"Financial Year (Apr - Mar), 2024",Two Wheelers,Motorcycles,,CNG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2022",Four Wheelers,Quadricycle,2862889,DIESEL/HYBRID,Domestic,
India,"Financial Year (Apr - Mar), 2008",Two Wheelers,Motorcycles,7528162,ELECTRIC/PLUG-IN,Commercial,41654.81
India,"Financial Year (Apr - Mar), 2020",Buses,Mopeds,6732841,DIESEL/HYBRID,Public Water Works & Sewage Pumping,301.41
India,"Financial Year (Apr - Mar), 2010",Three Wheelers,Scooters,,DIESEL,Public Water Works & Sewage Pumping,9956.5
India,"Financial Year (Apr - Mar), 2016",Trucks,Scooters,,DIESEL,Commercial,62761.19
India,"Financial Year (Apr - Mar), 2016",Trucks,Electric Cars,,DIESEL/HYBRID,Commercial,66838.99
India,"Financial Year (Apr - Mar), 2018",Three Wheelers,Mopeds,7999900,CNG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2019",Three Wheelers,Mopeds,,ELECTRIC(BOV),Commercial,
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,Diesel Cars,,CNG ONLY,Domestic,1103.73
India,"Financial Year (Apr - Mar), 2002",Four Wheelers,Mopeds,817040,LPG ONLY,Public Water Works & Sewage Pumping,17076.4
India,"Financial Year (Apr - Mar), 2004",Buses,Quadricycle,8381223,DIESEL/HYBRID,Miscellaneous,9959.98
India,"Financial Year (Apr - Mar), 2002",Trucks,CNG Cars,4180555,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2001",Three Wheelers,Diesel Cars,,DIESEL,Public Water Works & Sewage Pumping,1605.07
India,"Financial Year (Apr - Mar), 2015",Two Wheelers,Electric Cars,,DIESEL,Commercial,3693.56
India,"Financial Year (Apr - Mar), 2000",Buses,Motorcycles,7914617,DIESEL/HYBRID,Miscellaneous,
India,"Financial Year (Apr - Mar), 2007",Three Wheelers,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Miscellaneous,
India,"Financial Year (Apr - Mar), 2004",Two Wheelers,Electric Cars,4463722,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2010",Two Wheelers,Scooters,9221879,ELECTRIC(BOV),Domestic,63942.27
India,"Financial Year (Apr - Mar), 2004",Quadricycle,Electric Cars,3647588,LPG ONLY,Public Water Works & Sewage Pumping,71599.18
India,"Financial Year (Apr - Mar), 2024",Three Wheelers,Diesel Cars,4065032,CNG ONLY,Agriculture,1732.14
India,"Financial Year (Apr - Mar), 2024",Four Wheelers,Motorcycles,3511661,DIESEL,Public Water Works & Sewage Pumping,323.11
India,"Financial Year (Apr - Mar), 2019",Buses,Quadricycle,,CNG ONLY,Commercial,6695.97
India,"Financial Year (Apr - Mar), 2012",Three Wheelers,CNG Cars,,DIESEL/HYBRID,Miscellaneous,74799.71
India,"Financial Year (Apr - Mar), 2012",Quadricycle,Motorcycles,,ELECTRIC/PLUG-IN,Miscellaneous,975.44
India,"Financial Year (Apr - Mar), 2009",Three Wheelers,Mopeds,9861025,LPG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2017",Buses,CNG Cars,,ELECTRIC/PLUG-IN,Agriculture,
India,"Financial Year (Apr - Mar), 2024",Four Wheelers,Mopeds,2298013,LPG ONLY,Domestic,40686.99
India,"Financial Year (Apr - Mar), 2022",Trucks,Diesel Cars,3211824,DIESEL,Agriculture,3339.67
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Diesel Cars,,PETROL,Commercial,19613.89
India,"Financial Year (Apr - Mar), 2023",Buses,Motorcycles,,DIESEL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2015",Four Wheelers,Scooters,,DIESEL/HYBRID,Miscellaneous,
India,"Financial Year (Apr - Mar), 2003",Two Wheelers,Quadricycle,,ELECTRIC(BOV),Miscellaneous,7312.79
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Electric Two Wheelers,4020086,ELECTRIC/PLUG-IN,Agriculture,
India,"Financial Year (Apr - Mar), 2014",Buses,Scooters,,DIESEL,Commercial,4294.56
India,"Financial Year (Apr - Mar), 2009",Two Wheelers,Diesel Cars,,DIESEL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2019",Three Wheelers,Diesel Cars,917153,DIESEL,Agriculture,99021.28
India,"Financial Year (Apr - Mar), 2009",Trucks,Motorcycles,,ELECTRIC(BOV),Domestic,
India,"Financial Year (Apr - Mar), 2003",Trucks,CNG Cars,,ELECTRIC/PLUG-IN,Domestic,78067.91
India,"Financial Year (Apr - Mar), 2010",Three Wheelers,Electric Two Wheelers,,LPG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2010",Quadricycle,Quadricycle,2710993,PETROL,Domestic,25130.63
India,"Financial Year (Apr - Mar), 2013",Trucks,Scooters,403186,ELECTRIC(BOV),Domestic,5801.92
India,"Financial Year (Apr - Mar), 2006",Trucks,Quadricycle,1230682,CNG ONLY,Public Water Works & Sewage Pumping,99605.72
India,"Financial Year (Apr - Mar), 2020",Quadricycle,Electric Two Wheelers,,DIESEL,Public Water Works & Sewage Pumping,8888.58
India,"Financial Year (Apr - Mar), 2024",Four Wheelers,Motorcycles,5330804,DIESEL,Commercial,537.73
India,"Financial Year (Apr - Mar), 2010",Three Wheelers,Diesel Cars,9449949,LPG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2022",Buses,Mopeds,,DIESEL/HYBRID,Miscellaneous,11412.63
India,"Financial Year (Apr - Mar), 2018",Trucks,Motorcycles,,PETROL,Commercial,10196.57
India,"Financial Year (Apr - Mar), 2021",Two Wheelers,Scooters,9780296,LPG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2021",Three Wheelers,Motorcycles,7114627,DIESEL,Miscellaneous,38399.81
India,"Financial Year (Apr - Mar), 2021",Buses,Electric Cars,5768851,LPG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,Mopeds,6789617,ELECTRIC/PLUG-IN,Miscellaneous,
India,"Financial Year (Apr - Mar), 2013",Buses,Scooters,,DIESEL,Miscellaneous,3908.48
India,"Financial Year (Apr - Mar), 2002",Quadricycle,CNG Cars,,DIESEL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2022",Buses,CNG Cars,,DIESEL,Domestic,78123.42
India,"Financial Year (Apr - Mar), 2008",Buses,Scooters,,LPG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2007",Three Wheelers,CNG Cars,8222803,ELECTRIC(BOV),Miscellaneous,6638.27
India,"Financial Year (Apr - Mar), 2015",Three Wheelers,Motorcycles,670501,PETROL,Agriculture,91272.51
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Motorcycles,,PETROL,Domestic,93553.53
India,"Financial Year (Apr - Mar), 2000",Three Wheelers,Scooters,2910203,PETROL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2007",Buses,Motorcycles,4617455,CNG ONLY,Domestic,3845.63
India,"Financial Year (Apr - Mar), 2016",Trucks,Quadricycle,,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2014",Buses,Diesel Cars,,CNG ONLY,Domestic,17493.19
India,"Financial Year (Apr - Mar), 2013",Trucks,Motorcycles,,ELECTRIC/PLUG-IN,Domestic,24725.48
India,"Financial Year (Apr - Mar), 2004",Four Wheelers,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Miscellaneous,89977.79
India,"Financial Year (Apr - Mar), 2019",Trucks,Quadricycle,217580,CNG ONLY,Miscellaneous,60575.33
India,"Financial Year (Apr - Mar), 2020",Buses,Scooters,,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2013",Three Wheelers,Mopeds,6563968,ELECTRIC(BOV),Domestic,4672.16
India,"Financial Year (Apr - Mar), 2024",Four Wheelers,Diesel Cars,7026611,PETROL,Commercial,953.03
India,"Financial Year (Apr - Mar), 2023",Trucks,Electric Two Wheelers,,LPG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2022",Quadricycle,Electric Two Wheelers,,PETROL,Domestic,
India,"Financial Year (Apr - Mar), 2006",Quadricycle,CNG Cars,1604362,ELECTRIC/PLUG-IN,Commercial,4473.37
India,"Financial Year (Apr - Mar), 2008",Three Wheelers,Electric Cars,7461062,LPG ONLY,Agriculture,4662.6
India,"Financial Year (Apr - Mar), 2017",Quadricycle,Electric Two Wheelers,5600938,ELECTRIC/PLUG-IN,Agriculture,8303.73
India,"Financial Year (Apr - Mar), 2022",Trucks,Motorcycles,1535068,PETROL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2021",Buses,Electric Cars,2145896,ELECTRIC(BOV),Domestic,
India,"Financial Year (Apr - Mar), 2017",Trucks,Diesel Cars,1288343,LPG ONLY,Domestic,22645.66
India,"Financial Year (Apr - Mar), 2015",Quadricycle,Scooters,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2023",Trucks,Diesel Cars,1598404,CNG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2016",Two Wheelers,CNG Cars,6413679,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2019",Four Wheelers,Scooters,,DIESEL/HYBRID,Agriculture,1577.46
India,"Financial Year (Apr - Mar), 2019",Trucks,CNG Cars,,CNG ONLY,Miscellaneous,764.58
India,"Financial Year (Apr - Mar), 2022",Two Wheelers,Scooters,4896202,DIESEL/HYBRID,Domestic,6571.58
India,"Financial Year (Apr - Mar), 2017",Three Wheelers,Motorcycles,,CNG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2016",Trucks,Diesel Cars,,ELECTRIC/PLUG-IN,Agriculture,30735.56
India,"Financial Year (Apr - Mar), 2016",Quadricycle,Quadricycle,1644461,ELECTRIC(BOV),Commercial,4872.64
India,"Financial Year (Apr - Mar), 2011",Four Wheelers,Motorcycles,1896522,LPG ONLY,Commercial,4496.34
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,Electric Two Wheelers,6482036,DIESEL/HYBRID,Miscellaneous,63324.41
India,"Financial Year (Apr - Mar), 2020",Four Wheelers,Quadricycle,9607010,DIESEL/HYBRID,Commercial,4929.09
India,"Financial Year (Apr - Mar), 2016",Quadricycle,Electric Cars,8819609,DIESEL/HYBRID,Agriculture,
India,"Financial Year (Apr - Mar), 2024",Three Wheelers,Mopeds,,ELECTRIC/PLUG-IN,Agriculture,9834.04
India,"Financial Year (Apr - Mar), 2011",Four Wheelers,CNG Cars,,LPG ONLY,Agriculture,2800.66
India,"Financial Year (Apr - Mar), 2006",Two Wheelers,Electric Two Wheelers,9489622,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,86079.7
India,"Financial Year (Apr - Mar), 2006",Two Wheelers,Motorcycles,9949139,PETROL,Commercial,9598.24
India,"Financial Year (Apr - Mar), 2016",Buses,Electric Two Wheelers,4685195,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2023",Trucks,Electric Cars,7259433,CNG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2001",Four Wheelers,Electric Two Wheelers,,CNG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2008",Two Wheelers,Mopeds,2341774,ELECTRIC(BOV),Commercial,7438.59
India,"Financial Year (Apr - Mar), 2012",Buses,Electric Two Wheelers,,ELECTRIC(BOV),Commercial,268.7
India,"Financial Year (Apr - Mar), 2022",Trucks,Electric Cars,8467123,DIESEL,Public Water Works & Sewage Pumping,64707.65
India,"Financial Year (Apr - Mar), 2022",Trucks,Electric Cars,,LPG ONLY,Public Water Works & Sewage Pumping,5605.56
India,"Financial Year (Apr - Mar), 2022",Quadricycle,Mopeds,,LPG ONLY,Agriculture,788.01
India,"Financial Year (Apr - Mar), 2007",Four Wheelers,Mopeds,8409122,DIESEL,Miscellaneous,5023.19
India,"Financial Year (Apr - Mar), 2012",Two Wheelers,Electric Cars,6242474,DIESEL/HYBRID,Domestic,86895.96
India,"Financial Year (Apr - Mar), 2002",Trucks,Electric Two Wheelers,,PETROL,Domestic,5820.07
India,"Financial Year (Apr - Mar), 2022",Quadricycle,Quadricycle,2602440,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2022",Four Wheelers,Scooters,7391740,DIESEL/HYBRID,Agriculture,1027.45
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,Quadricycle,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,6522.16
India,"Financial Year (Apr - Mar), 2013",Quadricycle,Scooters,3438261,LPG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2000",Buses,Scooters,8863143,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,50482.36
India,"Financial Year (Apr - Mar), 2014",Four Wheelers,Motorcycles,9181141,ELECTRIC/PLUG-IN,Domestic,90873.72
India,"Financial Year (Apr - Mar), 2005",Two Wheelers,Scooters,5395201,ELECTRIC/PLUG-IN,Commercial,46786.94
India,"Financial Year (Apr - Mar), 2007",Quadricycle,Scooters,,ELECTRIC/PLUG-IN,Commercial,7296.86
India,"Financial Year (Apr - Mar), 2018",Three Wheelers,Electric Cars,1549219,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,39880.06
India,"Financial Year (Apr - Mar), 2019",Three Wheelers,Mopeds,,CNG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2022",Buses,Quadricycle,4179495,DIESEL/HYBRID,Commercial,443.9
India,"Financial Year (Apr - Mar), 2016",Four Wheelers,Motorcycles,8686514,PETROL,Public Water Works & Sewage Pumping,46079.39
India,"Financial Year (Apr - Mar), 2010",Four Wheelers,Electric Two Wheelers,8915865,DIESEL,Miscellaneous,82289.09
India,"Financial Year (Apr - Mar), 2018",Two Wheelers,Quadricycle,,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2019",Four Wheelers,Mopeds,,DIESEL/HYBRID,Agriculture,
India,"Financial Year (Apr - Mar), 2003",Quadricycle,Quadricycle,3835091,CNG ONLY,Commercial,8239.21
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Quadricycle,1218957,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2018",Trucks,Electric Cars,13196,DIESEL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2019",Quadricycle,Scooters,,LPG ONLY,Public Water Works & Sewage Pumping,94939.67
India,"Financial Year (Apr - Mar), 2023",Three Wheelers,Quadricycle,,ELECTRIC(BOV),Agriculture,76363.57
India,"Financial Year (Apr - Mar), 2020",Two Wheelers,Electric Two Wheelers,6466942,ELECTRIC(BOV),Agriculture,7252.06
India,"Financial Year (Apr - Mar), 2022",Quadricycle,Mopeds,,ELECTRIC/PLUG-IN,Commercial,9992.08
India,"Financial Year (Apr - Mar), 2000",Four Wheelers,Electric Two Wheelers,14677,ELECTRIC/PLUG-IN,Commercial,91518.11
India,"Financial Year (Apr - Mar), 2003",Quadricycle,Electric Cars,,PETROL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2007",Trucks,Scooters,1260844,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2020",Two Wheelers,CNG Cars,4194251,LPG ONLY,Commercial,94709.32
India,"Financial Year (Apr - Mar), 2015",Two Wheelers,Scooters,596470,DIESEL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2016",Quadricycle,CNG Cars,,PETROL,Domestic,18881.67
India,"Financial Year (Apr - Mar), 2010",Quadricycle,Scooters,8370927,PETROL,Domestic,7886.11
India,"Financial Year (Apr - Mar), 2009",Buses,Electric Cars,,PETROL,Agriculture,82678.26
India,"Financial Year (Apr - Mar), 2004",Two Wheelers,Electric Two Wheelers,,DIESEL,Agriculture,82848.47
India,"Financial Year (Apr - Mar), 2001",Four Wheelers,Scooters,,DIESEL/HYBRID,Commercial,27751.84
India,"Financial Year (Apr - Mar), 2015",Quadricycle,Mopeds,,DIESEL,Public Water Works & Sewage Pumping,39087.48
India,"Financial Year (Apr - Mar), 2013",Buses,Scooters,2685877,ELECTRIC(BOV),Public Water Works & Sewage Pumping,62704.38
India,"Financial Year (Apr - Mar), 2024",Three Wheelers,Scooters,9534338,DIESEL,Miscellaneous,46112.73
India,"Financial Year (Apr - Mar), 2014",Two Wheelers,Motorcycles,184588,CNG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2006",Three Wheelers,Quadricycle,7468136,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2012",Two Wheelers,Scooters,,CNG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2020",Trucks,Scooters,1970391,CNG ONLY,Commercial,53706.77
India,"Financial Year (Apr - Mar), 2004",Two Wheelers,Mopeds,3893337,LPG ONLY,Domestic,10439.6
India,"Financial Year (Apr - Mar), 2005",Quadricycle,Electric Cars,,ELECTRIC(BOV),Commercial,6596.98
India,"Financial Year (Apr - Mar), 2017",Quadricycle,CNG Cars,,CNG ONLY,Commercial,82138.55
India,"Financial Year (Apr - Mar), 2024",Buses,Motorcycles,4859666,LPG ONLY,Agriculture,2748.09
India,"Financial Year (Apr - Mar), 2020",Quadricycle,Electric Cars,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2011",Trucks,CNG Cars,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2012",Buses,Mopeds,3087195,PETROL,Commercial,18416.81
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Mopeds,,PETROL,Commercial,37903.06
India,"Financial Year (Apr - Mar), 2008",Two Wheelers,Diesel Cars,,LPG ONLY,Agriculture,7635.32
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,Mopeds,4807663,LPG ONLY,Domestic,89878.77
India,"Financial Year (Apr - Mar), 2015",Four Wheelers,Electric Cars,436941,CNG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2017",Quadricycle,Diesel Cars,2095469,PETROL,Miscellaneous,61935.76
India,"Financial Year (Apr - Mar), 2023",Two Wheelers,Diesel Cars,437709,LPG ONLY,Agriculture,6726.1
India,"Financial Year (Apr - Mar), 2007",Two Wheelers,Diesel Cars,,CNG ONLY,Public Water Works & Sewage Pumping,52363.54
India,"Financial Year (Apr - Mar), 2015",Buses,Electric Two Wheelers,6116428,CNG ONLY,Domestic,93565.7
India,"Financial Year (Apr - Mar), 2014",Two Wheelers,Scooters,,CNG ONLY,Agriculture,397.61
India,"Financial Year (Apr - Mar), 2004",Four Wheelers,Mopeds,2005127,ELECTRIC/PLUG-IN,Domestic,19114.85
India,"Financial Year (Apr - Mar), 2019",Buses,Motorcycles,5242761,ELECTRIC/PLUG-IN,Commercial,1923.3
India,"Financial Year (Apr - Mar), 2015",Two Wheelers,Electric Cars,1776299,ELECTRIC(BOV),Miscellaneous,76601.6
India,"Financial Year (Apr - Mar), 2018",Two Wheelers,Electric Cars,9633207,PETROL,Domestic,
India,"Financial Year (Apr - Mar), 2008",Three Wheelers,Electric Two Wheelers,3576568,LPG ONLY,Domestic,8362.82
India,"Financial Year (Apr - Mar), 2019",Two Wheelers,Electric Two Wheelers,4185252,ELECTRIC(BOV),Agriculture,1514.6
